order_id,order_line,order_date,customer_id,product_id,bikeshop_id,quantity,model,category1,category2,frame,price,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,bikeshop_name,bikeshop_city,bikeshop_state,latitude,longitude,ventes
833,4,2013-05-15,7,95,7,1,Catalyst 2,Mountain,Sport,Aluminum,585, Charlie, Black,1982-10-19, Married, Male,75000,2, Master's, Lawyer, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,585
833,5,2013-05-15,7,92,28,1,Trail 4,Mountain,Sport,Aluminum,980, Charlie, Black,1982-10-19, Married, Male,75000,2, Master's, Lawyer, Yes,Wichita Speed,Wichita,KS,37.687176,-97.330053,980
833,6,2013-05-15,7,45,3,1,SuperX 105,Road,Cyclocross,Carbon,1960, Charlie, Black,1982-10-19, Married, Male,75000,2, Master's, Lawyer, Yes,Columbus Race Equipment,Columbus,OH,39.961176,-82.998794,1960
833,7,2013-05-15,7,19,19,1,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250, Charlie, Black,1982-10-19, Married, Male,75000,2, Master's, Lawyer, Yes,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,1250
834,1,2013-05-15,29,20,6,4,CAAD8 Sora,Road,Elite Road,Aluminum,1030, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Louisville Race Equipment,Louisville,KY,38.252665,-85.758456,4120
834,2,2013-05-15,29,24,7,1,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,5860, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,5860
834,3,2013-05-15,29,23,18,1,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,7460
834,4,2013-05-15,29,71,16,1,F-Si 1,Mountain,Cross Country Race,Aluminum,2340, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Phoenix Bi-peds,Phoenix,AZ,33.448377,-112.074037,2340
834,5,2013-05-15,29,30,19,1,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,2660, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,2660
834,6,2013-05-15,29,18,14,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,1410
834,7,2013-05-15,29,75,15,1,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Austin Cruisers,Austin,TX,30.267153,-97.743061,2130
834,8,2013-05-15,29,6,29,3,Supersix Evo Red,Road,Elite Road,Carbon,3940, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,11820
834,9,2013-05-15,29,9,27,3,Supersix Evo 105,Road,Elite Road,Carbon,2240, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,San Antonio Bike Shop,San Antonio,TX,29.424122,-98.493628,6720
834,10,2013-05-15,29,31,20,1,Synapse Carbon 105,Road,Endurance Road,Carbon,2240, Yves, Onyx,1989-12-12, Married, Male,59000,3, Bachelor's, Miner, No,Portland Bi-peds,Portland,OR,45.523062,-122.676482,2240
835,1,2013-05-15,10,88,20,2,Habit 6,Mountain,Trail,Aluminum,1950, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Portland Bi-peds,Portland,OR,45.523062,-122.676482,3900
836,1,2013-05-15,10,97,3,1,Catalyst 4,Mountain,Sport,Aluminum,415, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Columbus Race Equipment,Columbus,OH,39.961176,-82.998794,415
836,2,2013-05-15,10,53,9,1,Trigger Carbon 3,Mountain,Over Mountain,Carbon,3730, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,3730
836,3,2013-05-15,10,57,26,1,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,7460, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,7460
836,4,2013-05-15,10,90,4,1,Trail 2,Mountain,Sport,Aluminum,1350, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,1350
837,1,2013-05-16,10,36,29,1,Synapse Sora,Road,Endurance Road,Aluminum,1030, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,1030
837,2,2013-05-16,10,6,25,1,Supersix Evo Red,Road,Elite Road,Carbon,3940, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,3940
837,3,2013-05-16,10,7,29,1,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,3200
838,1,2013-05-16,10,21,2,1,CAAD8 Claris,Road,Elite Road,Aluminum,815, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,815
838,2,2013-05-16,10,88,18,1,Habit 6,Mountain,Trail,Aluminum,1950, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,1950
838,3,2013-05-16,10,47,18,1,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,7990, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,7990
838,4,2013-05-16,10,61,13,3,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,9600
838,5,2013-05-16,10,85,15,1,Habit Carbon 3,Mountain,Trail,Carbon,3730, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,3730
839,1,2013-05-16,8,52,30,2,Trigger Carbon 2,Mountain,Over Mountain,Carbon,5970, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,11940
840,1,2013-05-17,10,89,17,1,Trail 1,Mountain,Sport,Aluminum,1520, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,1520
840,2,2013-05-17,10,55,11,1,Scalpel-Si Black Inc.,Mountain,Cross Country Race,Carbon,12790, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,12790
840,3,2013-05-17,10,50,8,1,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,3200, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,3200
840,4,2013-05-17,10,19,18,1,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,1250
840,5,2013-05-17,10,18,25,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,1410
841,1,2013-05-17,10,63,10,3,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,5330, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Kansas City 29ers,Kansas City,KS,39.114053,-94.627464,15990
841,2,2013-05-17,10,79,5,1,Bad Habit 1,Mountain,Trail,Aluminum,3200, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,3200
841,3,2013-05-17,10,92,17,1,Trail 4,Mountain,Sport,Aluminum,980, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,980
841,4,2013-05-17,10,57,14,1,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,7460, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,7460
841,5,2013-05-17,10,34,4,1,Synapse Disc 105,Road,Endurance Road,Aluminum,1570, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,1570
841,6,2013-05-17,10,12,25,1,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,4260
842,1,2013-05-20,25,75,28,2,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Wichita Speed,Wichita,KS,37.687176,-97.330053,4260
842,2,2013-05-20,25,18,23,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,1410
842,3,2013-05-20,25,10,26,2,Supersix Evo Tiagra,Road,Elite Road,Carbon,1840, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Miami Race Equipment,Miami,FL,25.76168,-80.19179,3680
842,4,2013-05-20,25,53,23,1,Trigger Carbon 3,Mountain,Over Mountain,Carbon,3730, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,3730
842,5,2013-05-20,25,23,7,1,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,7460
842,6,2013-05-20,25,9,14,1,Supersix Evo 105,Road,Elite Road,Carbon,2240, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,2240
842,7,2013-05-20,25,12,17,1,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,4260
843,1,2013-05-21,8,95,27,1,Catalyst 2,Mountain,Sport,Aluminum,585, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,San Antonio Bike Shop,San Antonio,TX,29.424122,-98.493628,585
843,2,2013-05-21,8,29,22,1,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,2660, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,2660
843,3,2013-05-21,8,78,22,2,Beast of the East 3,Mountain,Trail,Aluminum,1620, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,3240
843,4,2013-05-21,8,76,28,1,Beast of the East 1,Mountain,Trail,Aluminum,2770, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Wichita Speed,Wichita,KS,37.687176,-97.330053,2770
843,5,2013-05-21,8,93,24,1,Trail 5,Mountain,Sport,Aluminum,815, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,815
843,6,2013-05-21,8,91,9,1,Trail 3,Mountain,Sport,Aluminum,1080, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,1080
843,7,2013-05-21,8,70,25,2,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,2880, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,5760
843,8,2013-05-21,8,63,8,2,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,5330, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,10660
843,9,2013-05-21,8,54,10,1,Trigger Carbon 4,Mountain,Over Mountain,Carbon,3200, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Kansas City 29ers,Kansas City,KS,39.114053,-94.627464,3200
843,10,2013-05-21,8,90,17,1,Trail 2,Mountain,Sport,Aluminum,1350, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,1350
843,11,2013-05-21,8,25,24,1,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,5330, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,5330
843,12,2013-05-21,8,32,1,1,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,1840, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,1840
843,13,2013-05-21,8,86,19,1,Habit 4,Mountain,Trail,Aluminum,2880, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,2880
844,1,2013-05-21,28,67,21,1,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,9060, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,9060
844,2,2013-05-21,28,6,2,1,Supersix Evo Red,Road,Elite Road,Carbon,3940, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,3940
845,1,2013-05-21,6,23,2,1,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460, Jane, Blue,1995-04-14, Single, Female,32000,0, Associate's, Student, No,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,7460
845,2,2013-05-21,6,21,26,1,CAAD8 Claris,Road,Elite Road,Aluminum,815, Jane, Blue,1995-04-14, Single, Female,32000,0, Associate's, Student, No,Miami Race Equipment,Miami,FL,25.76168,-80.19179,815
846,1,2013-05-21,14,87,11,2,Habit 5,Mountain,Trail,Aluminum,2340, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,4680
846,2,2013-05-21,14,93,26,1,Trail 5,Mountain,Sport,Aluminum,815, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,815
846,3,2013-05-21,14,4,9,2,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,5330, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,10660
846,4,2013-05-21,14,95,4,1,Catalyst 2,Mountain,Sport,Aluminum,585, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,585
846,5,2013-05-21,14,41,1,1,Slice Ultegra,Road,Triathalon,Carbon,2700, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,2700
846,6,2013-05-21,14,34,11,1,Synapse Disc 105,Road,Endurance Road,Aluminum,1570, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,1570
846,7,2013-05-21,14,56,26,9,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,9060, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,81540
846,8,2013-05-21,14,97,7,3,Catalyst 4,Mountain,Sport,Aluminum,415, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,1245
846,9,2013-05-21,14,30,15,2,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,2660, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,5320
846,10,2013-05-21,14,50,18,1,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,3200, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,3200
846,11,2013-05-21,14,67,4,1,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,9060, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,9060
846,12,2013-05-21,14,18,12,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Dallas Cycles,Dallas,TX,32.776664,-96.796988,1410
846,13,2013-05-21,14,47,4,1,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,7990, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,7990
846,14,2013-05-21,14,29,22,1,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,2660, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,2660
846,15,2013-05-21,14,72,9,3,F-Si 2,Mountain,Cross Country Race,Aluminum,2060, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,6180
846,16,2013-05-21,14,92,1,1,Trail 4,Mountain,Sport,Aluminum,980, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,980
846,17,2013-05-21,14,6,19,1,Supersix Evo Red,Road,Elite Road,Carbon,3940, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,3940
846,18,2013-05-21,14,86,20,1,Habit 4,Mountain,Trail,Aluminum,2880, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Portland Bi-peds,Portland,OR,45.523062,-122.676482,2880
846,19,2013-05-21,14,76,9,1,Beast of the East 1,Mountain,Trail,Aluminum,2770, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,2770
846,20,2013-05-21,14,37,18,1,Synapse Claris,Road,Endurance Road,Aluminum,870, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,870
846,21,2013-05-21,14,32,8,1,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,1840, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,1840
846,22,2013-05-21,14,10,15,1,Supersix Evo Tiagra,Road,Elite Road,Carbon,1840, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,1840
846,23,2013-05-21,14,75,25,1,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,2130
846,24,2013-05-21,14,77,30,2,Beast of the East 2,Mountain,Trail,Aluminum,2130, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,4260
846,25,2013-05-21,14,2,20,1,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,10660, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Portland Bi-peds,Portland,OR,45.523062,-122.676482,10660
846,26,2013-05-21,14,74,30,3,Fat CAAD1,Mountain,Fat Bike,Aluminum,3730, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,11190
846,27,2013-05-21,14,7,1,2,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,6400
846,28,2013-05-21,14,71,12,1,F-Si 1,Mountain,Cross Country Race,Aluminum,2340, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Dallas Cycles,Dallas,TX,32.776664,-96.796988,2340
846,29,2013-05-21,14,64,6,1,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,4260, Jessica, Peach,1985-03-23, Single, Female,51000,0, High School, Writer, Yes,Louisville Race Equipment,Louisville,KY,38.252665,-85.758456,4260
847,1,2013-05-21,1,1,18,1,Supersix Evo Black Inc.,Road,Elite Road,Carbon,12790, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,12790
847,2,2013-05-21,1,90,26,1,Trail 2,Mountain,Sport,Aluminum,1350, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,1350
847,3,2013-05-21,1,23,12,1,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Dallas Cycles,Dallas,TX,32.776664,-96.796988,7460
847,4,2013-05-21,1,84,7,1,Habit Carbon SE,Mountain,Trail,Carbon,4480, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,4480
847,5,2013-05-21,1,62,7,1,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,6390, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,6390
847,6,2013-05-21,1,54,13,1,Trigger Carbon 4,Mountain,Over Mountain,Carbon,3200, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,3200
847,7,2013-05-21,1,48,5,1,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,6070, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,6070
847,8,2013-05-21,1,68,5,2,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,6390, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,12780
847,9,2013-05-21,1,57,11,1,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,7460, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,7460
847,10,2013-05-21,1,66,11,1,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,11190, John, Doe,1990-01-01, Single, Male,50000,0, Bachelor's, Engineer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,11190
848,1,2013-05-22,10,46,14,2,SuperX Rival CX1,Road,Cyclocross,Carbon,1750, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,3500
848,2,2013-05-22,10,72,6,1,F-Si 2,Mountain,Cross Country Race,Aluminum,2060, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Louisville Race Equipment,Louisville,KY,38.252665,-85.758456,2060
848,3,2013-05-22,10,76,5,1,Beast of the East 1,Mountain,Trail,Aluminum,2770, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,2770
849,1,2013-05-23,8,68,29,1,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,6390, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,6390
849,2,2013-05-23,8,50,30,1,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,3200, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,3200
849,3,2013-05-23,8,77,5,1,Beast of the East 2,Mountain,Trail,Aluminum,2130, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,2130
849,4,2013-05-23,8,74,26,1,Fat CAAD1,Mountain,Fat Bike,Aluminum,3730, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,3730
849,5,2013-05-23,8,79,28,1,Bad Habit 1,Mountain,Trail,Aluminum,3200, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Wichita Speed,Wichita,KS,37.687176,-97.330053,3200
850,1,2013-05-23,13,3,5,1,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7990, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,7990
851,1,2013-05-24,26,70,11,1,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,2880, Victoria, Ruby,1988-09-30, Single, Female,40000,0, Associate's, Chef, Yes,New York Cycles,New York,NY,40.712784,-74.005941,2880
851,2,2013-05-24,26,9,1,1,Supersix Evo 105,Road,Elite Road,Carbon,2240, Victoria, Ruby,1988-09-30, Single, Female,40000,0, Associate's, Chef, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,2240
